Junction_ID,Date,Time,Vehicle_Count,Average_Speed_kmph,Congestion_Level,Weather,Signal_State_Green,Signal_State_Red
J4,11-03-2024,21:30,20,39.98469763,2,Clear,24,84
J5,11-03-2024,21:30,22,39.52381576,2,Clear,20,89
J1,11-03-2024,21:45,15,49.43837317,1,Clear,39,81
J2,11-03-2024,21:45,28,33.17439409,2,Clear,52,88
J3,11-03-2024,21:45,23,30.97404072,2,Clear,32,83
J4,11-03-2024,21:45,18,39.4855663,1,Clear,28,30
J5,11-03-2024,21:45,16,48.12287267,1,Clear,44,86
J1,11-03-2024,22:00,20,35.24193554,2,Clear,26,44
J2,11-03-2024,22:00,21,29.63388334,2,Clear,59,30
J3,11-03-2024,22:00,21,36.74075618,2,Clear,36,44
J4,11-03-2024,22:00,16,37.52487227,1,Clear,48,69
J5,11-03-2024,22:00,25,41.62755318,2,Clear,59,77
J1,11-03-2024,22:15,13,28.93474913,1,Clear,47,46
J2,11-03-2024,22:15,22,40.71251349,2,Clear,33,84
J3,11-03-2024,22:15,23,33.68017217,2,Clear,50,66
J4,11-03-2024,22:15,19,33.50283146,1,Clear,39,40
J5,11-03-2024,22:15,30,32.95395367,2,Clear,29,69
J1,11-03-2024,22:30,25,45.78949193,2,Clear,30,75
J2,11-03-2024,22:30,19,36.87020223,1,Clear,37,89
J3,11-03-2024,22:30,15,36.41855148,1,Clear,59,35
J4,11-03-2024,22:30,17,34.16379321,1,Clear,26,88
J5,11-03-2024,22:30,17,28.64730061,1,Clear,34,70
J1,11-03-2024,22:45,20,43.41121098,2,Clear,34,62
J2,11-03-2024,22:45,20,36.44596567,2,Clear,29,79
J3,11-03-2024,22:45,19,39.18907746,1,Clear,38,61
J4,11-03-2024,22:45,28,42.85532386,1,Clear,52,80
J5,11-03-2024,22:45,16,31.06265057,1,Clear,45,44
J1,11-03-2024,23:00,20,41.44804184,2,Clear,28,56
J2,11-03-2024,23:00,18,38.0805398,1,Clear,25,41
J3,11-03-2024,23:00,19,41.08473303,1,Clear,23,41
J4,11-03-2024,23:00,20,52.84751765,2,Clear,41,37
J5,11-03-2024,23:00,19,18.50417625,1,Clear,28,69
J1,11-03-2024,23:15,23,26.95684184,2,Clear,26,68
J2,11-03-2024,23:15,23,40.65184911,2,Clear,22,78
J3,11-03-2024,23:15,11,46.17847685,1,Clear,42,77
J4,11-03-2024,23:15,14,29.5156976,1,Clear,56,86
J5,11-03-2024,23:15,14,32.89653618,1,Clear,26,79
J1,11-03-2024,23:30,12,37.02087855,1,Clear,35,72
J2,11-03-2024,23:30,19,25.79127577,1,Clear,27,41
J3,11-03-2024,23:30,19,38.75697334,1,Clear,59,79
J4,11-03-2024,23:30,24,37.15816191,2,Clear,26,47
J5,11-03-2024,23:30,26,43.39144607,2,Clear,44,84
J1,11-03-2024,23:45,9,47.13335597,1,Clear,43,66
J2,11-03-2024,23:45,25,28.5873461,2,Clear,51,51
J3,11-03-2024,23:45,15,41.15743617,1,Clear,46,67
J4,11-03-2024,23:45,24,32.50385184,2,Clear,50,44
J5,11-03-2024,23:45,18,31.25055309,1,Clear,49,74
J1,12-03-2024,00:00,24,34.982351,2,Fog,39,69
J2,12-03-2024,00:00,20,37.60788012,2,Fog,24,88
J3,12-03-2024,00:00,24,44.39524231,2,Fog,32,37
J4,12-03-2024,00:00,13,48.58717694,1,Fog,36,38
J5,12-03-2024,00:00,16,46.07724878,1,Fog,55,72
J1,12-03-2024,00:15,19,40.72804263,1,Fog,48,46
J2,12-03-2024,00:15,18,47.5333608,1,Fog,57,37
J3,12-03-2024,00:15,20,38.30471976,2,Fog,55,39
J4,12-03-2024,00:15,21,42.6793955,2,Fog,46,58
J5,12-03-2024,00:15,19,54.74285299,1,Fog,28,87
J1,12-03-2024,00:30,15,18.12093626,1,Fog,33,76
J2,12-03-2024,00:30,23,37.98727122,2,Fog,32,35
J3,12-03-2024,00:30,21,21.44222268,2,Fog,20,76
J4,12-03-2024,00:30,22,44.64841319,2,Fog,43,71
J5,12-03-2024,00:30,23,36.22858134,2,Fog,50,71
J1,12-03-2024,00:45,17,51.01552351,1,Fog,45,88
J2,12-03-2024,00:45,18,56.3932625,1,Fog,27,40
J3,12-03-2024,00:45,21,56.52757096,2,Fog,36,75
J4,12-03-2024,00:45,16,40.69774942,1,Fog,48,67
J5,12-03-2024,00:45,21,28.80833853,2,Fog,42,46
J1,12-03-2024,01:00,19,47.07153383,1,Fog,58,84
J2,12-03-2024,01:00,22,50.02768714,2,Fog,48,30
J3,12-03-2024,01:00,26,36.61604021,2,Fog,20,52
J4,12-03-2024,01:00,16,41.78609863,1,Fog,54,67
J5,12-03-2024,01:00,12,39.55750959,1,Fog,51,59
J1,12-03-2024,01:15,20,28.13434276,2,Fog,48,34
J2,12-03-2024,01:15,20,37.57918575,2,Fog,54,69
J3,12-03-2024,01:15,12,46.30152348,1,Fog,30,82
J4,12-03-2024,01:15,18,27.82841258,1,Fog,29,36
J5,12-03-2024,01:15,19,34.25533722,1,Fog,50,32
J1,12-03-2024,01:30,18,56.56873624,1,Fog,37,36
J2,12-03-2024,01:30,19,52.89687809,1,Fog,52,88
J3,12-03-2024,01:30,21,41.32592385,2,Fog,36,60
J4,12-03-2024,01:30,22,31.97645969,2,Fog,21,48
J5,12-03-2024,01:30,9,30.91918501,1,Fog,40,85
J1,12-03-2024,01:45,22,43.75413561,2,Fog,42,88
J2,12-03-2024,01:45,20,36.2018303,2,Fog,58,89
J3,12-03-2024,01:45,11,29.8784146,1,Fog,44,85
J4,12-03-2024,01:45,23,38.21405369,2,Fog,45,69
J5,12-03-2024,01:45,18,24.5761897,1,Fog,52,87
J1,12-03-2024,02:00,18,19.0587852,1,Fog,25,74
J2,12-03-2024,02:00,19,43.66891597,1,Fog,55,56
J3,12-03-2024,02:00,23,30.17681257,2,Fog,30,48
J4,12-03-2024,02:00,25,19.42211895,2,Fog,23,40
J5,12-03-2024,02:00,18,31.10206074,1,Fog,45,39
J1,12-03-2024,02:15,14,34.35394935,1,Fog,44,89
J2,12-03-2024,02:15,21,38.09764312,2,Fog,59,84
J3,12-03-2024,02:15,23,25.08198181,2,Fog,56,54
J4,12-03-2024,02:15,22,35.79635898,2,Fog,34,66
J5,12-03-2024,02:15,13,39.13232399,1,Fog,45,73
J1,12-03-2024,02:30,12,30.86063118,1,Fog,23,86
J2,12-03-2024,02:30,21,39.70047317,2,Fog,29,64
J3,12-03-2024,02:30,24,39.63682116,2,Fog,23,46
J4,12-03-2024,02:30,19,37.64301888,1,Fog,50,63
J5,12-03-2024,02:30,22,40.20367525,2,Fog,22,79
J1,12-03-2024,02:45,15,41.43692574,1,Fog,43,53
J2,12-03-2024,02:45,20,34.70186682,2,Fog,45,70
J3,12-03-2024,02:45,20,26.52121067,2,Fog,33,62
J4,12-03-2024,02:45,21,37.04187209,2,Fog,39,56
J5,12-03-2024,02:45,23,29.07613578,2,Fog,41,49
J1,12-03-2024,03:00,21,38.43085547,2,Fog,55,32
J2,12-03-2024,03:00,10,45.6291433,1,Fog,32,89
J3,12-03-2024,03:00,36,44.53907098,2,Fog,46,43
J4,12-03-2024,03:00,18,35.30178355,1,Fog,26,64
J5,12-03-2024,03:00,13,43.78993355,1,Fog,41,62
J1,12-03-2024,03:15,19,43.81729773,1,Fog,28,60
J2,12-03-2024,03:15,30,39.61312345,2,Fog,58,79
J3,12-03-2024,03:15,23,26.0995406,2,Fog,59,40
J4,12-03-2024,03:15,23,44.16156703,2,Fog,55,59
J5,12-03-2024,03:15,8,45.67865008,1,Fog,52,63
J1,12-03-2024,03:30,25,32.59600556,2,Fog,46,51
J2,12-03-2024,03:30,20,47.31572116,2,Fog,32,35
J3,12-03-2024,03:30,20,43.83990013,2,Fog,49,68
J4,12-03-2024,03:30,11,36.71383395,1,Fog,52,34
J5,12-03-2024,03:30,21,39.81274909,2,Fog,52,46
J1,12-03-2024,03:45,22,30.80512095,2,Fog,44,51
J2,12-03-2024,03:45,18,46.17878063,1,Fog,47,76
J3,12-03-2024,03:45,25,42.94419294,2,Fog,35,60
J4,12-03-2024,03:45,13,20.37097286,1,Fog,27,74
J5,12-03-2024,03:45,22,35.59221417,2,Fog,25,50
J1,12-03-2024,04:00,20,35.65953824,2,Fog,21,67
J2,12-03-2024,04:00,21,35.83038121,2,Fog,51,40
J3,12-03-2024,04:00,22,48.6732147,2,Fog,20,65
J4,12-03-2024,04:00,21,39.645486,2,Fog,36,60
J5,12-03-2024,04:00,23,36.21103978,2,Fog,28,42
J1,12-03-2024,04:15,25,41.32051631,2,Fog,34,76
J2,12-03-2024,04:15,19,39.03192548,3,Fog,22,81
J3,12-03-2024,04:15,16,43.86666081,1,Fog,25,82
J4,12-03-2024,04:15,21,39.71100658,2,Fog,58,50
J5,12-03-2024,04:15,27,34.32773224,2,Fog,29,60
J1,12-03-2024,04:30,18,36.71012397,1,Fog,32,66
J2,12-03-2024,04:30,21,26.85575561,2,Fog,43,84
J3,12-03-2024,04:30,18,41.65192068,1,Fog,56,54
J4,12-03-2024,04:30,17,50.73090577,1,Fog,36,70
J5,12-03-2024,04:30,14,36.70380795,1,Fog,51,70
J1,12-03-2024,04:45,21,34.14248658,2,Fog,26,85
J2,12-03-2024,04:45,13,50.97309876,1,Fog,29,61
J3,12-03-2024,04:45,20,26.94187152,2,Fog,21,61
J4,12-03-2024,04:45,23,41.26495354,2,Fog,57,66
J5,12-03-2024,04:45,22,24.88441624,2,Fog,22,35
J1,12-03-2024,05:00,14,49.05215592,1,Fog,22,69
J2,12-03-2024,05:00,17,17.29450347,1,Fog,27,79
J3,12-03-2024,05:00,14,37.51425165,1,Fog,21,63
J4,12-03-2024,05:00,16,33.58300853,1,Fog,38,80
J5,12-03-2024,05:00,14,36.74089335,1,Fog,50,67
J1,12-03-2024,05:15,17,45.06613894,1,Fog,51,80
J2,12-03-2024,05:15,26,34.00931739,2,Fog,31,48
J3,12-03-2024,05:15,18,31.29057286,1,Fog,24,62
J4,12-03-2024,05:15,22,30.43128564,2,Fog,24,62
J5,12-03-2024,05:15,28,27.3604255,2,Fog,41,63
J1,12-03-2024,05:30,21,21.98980297,2,Fog,49,50
J2,12-03-2024,05:30,17,32.51354686,1,Fog,54,72
J3,12-03-2024,05:30,21,42.47933786,2,Fog,58,85
J4,12-03-2024,05:30,22,41.58471586,2,Fog,54,57
J5,12-03-2024,05:30,24,26.13880828,2,Fog,41,82
J1,12-03-2024,05:45,19,34.9973101,1,Fog,45,41
J2,12-03-2024,05:45,16,49.79398863,1,Fog,31,54
J3,12-03-2024,05:45,10,46.61831429,1,Fog,50,37
J4,12-03-2024,05:45,20,41.77705461,2,Fog,25,34
J5,12-03-2024,05:45,29,35.64651196,2,Fog,39,84
J1,12-03-2024,06:00,19,37.39694012,1,Fog,34,51
J2,12-03-2024,06:00,18,44.1822238,1,Fog,40,45
J3,12-03-2024,06:00,19,46.67770426,1,Fog,29,35
J4,12-03-2024,06:00,19,22.77858108,1,Fog,33,69
J5,12-03-2024,06:00,23,46.34754267,2,Fog,39,68
J1,12-03-2024,06:15,23,37.37451036,2,Fog,23,45
J2,12-03-2024,06:15,21,30.26089428,2,Fog,42,84
J3,12-03-2024,06:15,17,38.16563938,1,Fog,37,35
J4,12-03-2024,06:15,22,42.47485503,2,Fog,21,42
J5,12-03-2024,06:15,24,36.15495223,2,Fog,42,61
J1,12-03-2024,06:30,12,44.09549784,1,Fog,29,47
J2,12-03-2024,06:30,12,26.66451346,1,Fog,57,37
J3,12-03-2024,06:30,17,39.77950925,1,Fog,59,31
J4,12-03-2024,06:30,25,50.96657935,2,Fog,55,70
J5,12-03-2024,06:30,17,48.21544957,1,Fog,43,60
J1,12-03-2024,06:45,19,37.80228552,1,Fog,51,39
J2,12-03-2024,06:45,23,28.69630336,2,Fog,31,36
J3,12-03-2024,06:45,24,41.8196234,2,Fog,40,38
J4,12-03-2024,06:45,13,23.69480195,1,Fog,58,35
J5,12-03-2024,06:45,24,35.78274585,2,Fog,52,84
J1,12-03-2024,07:00,37,33.13585744,2,Fog,44,37
J2,12-03-2024,07:00,18,41.78524878,1,Fog,48,52
J3,12-03-2024,07:00,37,48.40721857,2,Fog,39,42
J4,12-03-2024,07:00,43,42.06348789,3,Fog,44,35
J5,12-03-2024,07:00,47,47.55397679,3,Fog,26,45
J1,12-03-2024,07:15,47,31.31070555,3,Fog,42,34
J2,12-03-2024,07:15,39,38.04232337,2,Fog,43,51
J3,12-03-2024,07:15,37,38.89439431,2,Fog,55,69
J4,12-03-2024,07:15,32,51.81909129,2,Fog,54,50
J5,12-03-2024,07:15,20,38.95987289,2,Fog,21,40
J1,12-03-2024,07:30,34,25.35311006,2,Fog,30,88
J2,12-03-2024,07:30,33,39.0234521,2,Fog,22,31
J3,12-03-2024,07:30,31,42.82451275,2,Fog,55,83
J4,12-03-2024,07:30,35,32.15739986,2,Fog,59,53
J5,12-03-2024,07:30,29,39.19762738,2,Fog,20,47
J1,12-03-2024,07:45,41,43.05513988,3,Fog,47,73
J2,12-03-2024,07:45,35,35.28711107,2,Fog,25,44
J3,12-03-2024,07:45,31,35.7998607,2,Fog,44,73
J4,12-03-2024,07:45,34,37.30644456,2,Fog,44,52
J5,12-03-2024,07:45,27,20.73788366,2,Fog,28,69
J1,12-03-2024,08:00,27,41.09183595,2,Clear,45,35
J2,12-03-2024,08:00,23,40.36702407,2,Clear,22,46
J3,12-03-2024,08:00,36,43.06415851,2,Clear,45,73
J4,12-03-2024,08:00,23,37.35784161,2,Clear,30,83
J5,12-03-2024,08:00,40,18.72600368,3,Clear,40,45
J1,12-03-2024,08:15,32,36.33037516,2,Clear,38,66
J2,12-03-2024,08:15,37,28.06229663,2,Clear,52,80
J3,12-03-2024,08:15,29,28.37093938,2,Clear,45,33
J4,12-03-2024,08:15,32,29.59234919,2,Clear,40,76
J5,12-03-2024,08:15,35,49.62081871,2,Clear,22,63
J1,12-03-2024,08:30,31,25.89101471,2,Clear,45,43
J2,12-03-2024,08:30,30,28.96915896,2,Clear,36,88
J3,12-03-2024,08:30,23,22.36613591,2,Clear,57,50
J4,12-03-2024,08:30,34,27.49128472,2,Clear,42,81
J5,12-03-2024,08:30,38,24.87205084,2,Clear,32,66
J1,12-03-2024,08:45,29,26.52971346,2,Clear,20,42
J2,12-03-2024,08:45,28,38.32039639,2,Clear,46,33
J3,12-03-2024,08:45,24,33.03651177,2,Clear,41,40
J4,12-03-2024,08:45,40,48.16743588,3,Clear,20,30
J5,12-03-2024,08:45,31,30.88383104,2,Clear,35,42
J1,12-03-2024,09:00,34,30.87514893,2,Clear,54,89
J2,12-03-2024,09:00,36,47.35359066,2,Clear,49,40
J3,12-03-2024,09:00,37,28.33660099,2,Clear,36,81
J4,12-03-2024,09:00,33,38.711561,2,Clear,52,58
J5,12-03-2024,09:00,39,38.17092646,2,Clear,55,61
J1,12-03-2024,09:15,25,32.02620524,2,Clear,54,85
J2,12-03-2024,09:15,36,36.10431223,2,Clear,41,71
J3,12-03-2024,09:15,31,38.01360988,3,Clear,20,37
J4,12-03-2024,09:15,25,32.62839576,2,Clear,39,45
J5,12-03-2024,09:15,31,45.55954514,2,Clear,49,51
J1,12-03-2024,09:30,33,22.64071862,2,Clear,38,34
J2,12-03-2024,09:30,36,36.22411326,2,Clear,34,33
J3,12-03-2024,09:30,35,20.6932745,2,Clear,34,30
J4,12-03-2024,09:30,25,34.67687561,2,Clear,57,72
J5,12-03-2024,09:30,35,25.56743495,2,Clear,29,45
J1,12-03-2024,09:45,50,27.44453419,3,Clear,57,43
J2,12-03-2024,09:45,38,29.84931864,2,Clear,55,71
J3,12-03-2024,09:45,29,26.66729252,2,Clear,56,41
J4,12-03-2024,09:45,39,32.26918397,2,Clear,30,71
J5,12-03-2024,09:45,38,31.31639138,2,Clear,26,43
J1,12-03-2024,10:00,33,43.05795735,2,Clear,58,48
J2,12-03-2024,10:00,28,40.76476448,2,Clear,44,30
J3,12-03-2024,10:00,30,27.73696036,2,Clear,34,72
J4,12-03-2024,10:00,30,36.75568653,2,Clear,41,69
J5,12-03-2024,10:00,37,51.54905331,2,Clear,39,41
J1,12-03-2024,10:15,42,22.96084861,3,Clear,55,70
J2,12-03-2024,10:15,36,34.61633303,2,Clear,42,81
J3,12-03-2024,10:15,36,37.81155305,2,Clear,54,89
J4,12-03-2024,10:15,30,37.82254742,2,Clear,23,65
J5,12-03-2024,10:15,29,28.56030163,2,Clear,45,59
J1,12-03-2024,10:30,30,25.17319722,2,Clear,48,37
J2,12-03-2024,10:30,29,41.66767928,2,Clear,23,68
J3,12-03-2024,10:30,27,33.97558159,2,Clear,36,45
J4,12-03-2024,10:30,25,39.6885288,2,Clear,24,38
J5,12-03-2024,10:30,31,39.47351364,2,Clear,32,38
J1,12-03-2024,10:45,41,28.83380364,3,Clear,56,58
J2,12-03-2024,10:45,24,32.26672256,2,Clear,21,56
J3,12-03-2024,10:45,39,48.06254037,2,Clear,35,70
J4,12-03-2024,10:45,26,43.93651161,2,Clear,28,70
J5,12-03-2024,10:45,35,34.85692518,2,Clear,26,78
J1,12-03-2024,11:00,25,44.29716181,2,Clear,22,58
J2,12-03-2024,11:00,25,45.46392714,2,Clear,22,55
J3,12-03-2024,11:00,21,45.49741776,2,Clear,26,53
J4,12-03-2024,11:00,17,53.74202335,1,Clear,46,64
J5,12-03-2024,11:00,22,46.03186834,2,Clear,35,82
J1,12-03-2024,11:15,18,23.7231666,1,Clear,35,81
J2,12-03-2024,11:15,15,43.15436804,1,Clear,40,80
J3,12-03-2024,11:15,24,35.05675595,2,Clear,36,86
J4,12-03-2024,11:15,15,37.46598752,1,Clear,28,48
J5,12-03-2024,11:15,18,35.52381146,1,Clear,21,55
J1,12-03-2024,11:30,26,43.56108077,2,Clear,56,67
J2,12-03-2024,11:30,30,35.13453273,2,Clear,46,38
J3,12-03-2024,11:30,22,36.28088345,2,Clear,31,54
J4,12-03-2024,11:30,22,32.9167365,2,Clear,30,35
J5,12-03-2024,11:30,12,38.94426112,1,Clear,23,47
J1,12-03-2024,11:45,20,33.30387873,2,Clear,26,30
J2,12-03-2024,11:45,17,37.31629035,1,Clear,49,33
J3,12-03-2024,11:45,19,38.38789899,1,Clear,51,32
J4,12-03-2024,11:45,18,40.95401923,1,Clear,24,39
J5,12-03-2024,11:45,19,30.21123747,1,Clear,44,86
J1,12-03-2024,12:00,24,44.59466926,2,Clear,53,58
J2,12-03-2024,12:00,23,47.56680003,2,Clear,28,50
J3,12-03-2024,12:00,24,44.19013156,2,Clear,44,34
J4,12-03-2024,12:00,15,43.20264622,1,Clear,20,42
J5,12-03-2024,12:00,18,48.36173038,1,Clear,20,31
J1,12-03-2024,12:15,19,40.00963486,1,Clear,55,40
J2,12-03-2024,12:15,18,33.29060724,1,Clear,55,73
J3,12-03-2024,12:15,16,29.48721036,1,Clear,57,40
J4,12-03-2024,12:15,18,30.76709544,1,Clear,33,36
J5,12-03-2024,12:15,18,46.28098046,1,Clear,59,81
J1,12-03-2024,12:30,22,49.47004526,2,Clear,26,34
J2,12-03-2024,12:30,23,35.61580638,2,Clear,24,32
J3,12-03-2024,12:30,18,40.62308056,1,Clear,56,47
J4,12-03-2024,12:30,24,26.52905773,2,Clear,41,67
J5,12-03-2024,12:30,22,36.79444706,2,Clear,53,68
J1,12-03-2024,12:45,20,35.8574388,2,Clear,42,81
J2,12-03-2024,12:45,26,22.33256975,2,Clear,32,82
J3,12-03-2024,12:45,15,41.86069548,1,Clear,44,51
J4,12-03-2024,12:45,16,37.62777724,1,Clear,33,58
J5,12-03-2024,12:45,16,37.50660719,1,Clear,58,63
J1,12-03-2024,13:00,12,51.08453694,1,Clear,58,32
J2,12-03-2024,13:00,24,36.26688233,2,Clear,58,31
J3,12-03-2024,13:00,16,43.81778931,1,Clear,29,62
J4,12-03-2024,13:00,24,24.29459569,2,Clear,59,47
J5,12-03-2024,13:00,20,37.37600281,2,Clear,58,65
J1,12-03-2024,13:15,16,38.42090531,1,Clear,33,83
J2,12-03-2024,13:15,17,52.36494493,1,Clear,59,31
J3,12-03-2024,13:15,25,33.75290516,2,Clear,49,86
J4,12-03-2024,13:15,14,36.99924593,1,Clear,54,88
J5,12-03-2024,13:15,27,45.03419831,2,Clear,58,51
J1,12-03-2024,13:30,22,30.91831541,2,Clear,26,42
J2,12-03-2024,13:30,14,35.03224358,1,Clear,43,53
J3,12-03-2024,13:30,24,22.62647501,2,Clear,25,67
J4,12-03-2024,13:30,27,39.73718822,2,Clear,59,45
J5,12-03-2024,13:30,24,37.35724074,2,Clear,20,30
J1,12-03-2024,13:45,12,46.65883264,1,Clear,24,50
J2,12-03-2024,13:45,19,25.90724839,1,Clear,35,54
J3,12-03-2024,13:45,23,45.76122441,2,Clear,44,76
J4,12-03-2024,13:45,25,20.38187179,2,Clear,40,84
J5,12-03-2024,13:45,23,29.31175993,2,Clear,57,77
J1,12-03-2024,14:00,20,44.52630155,2,Clear,59,54
J2,12-03-2024,14:00,17,36.34936428,1,Clear,52,30
J3,12-03-2024,14:00,23,25.0867252,2,Clear,20,32
J4,12-03-2024,14:00,19,37.16873234,1,Clear,49,82
J5,12-03-2024,14:00,22,35.96237629,2,Clear,58,62
J1,12-03-2024,14:15,18,44.94858221,1,Clear,40,87
J2,12-03-2024,14:15,14,18.04355904,1,Clear,32,50
J3,12-03-2024,14:15,20,39.92717285,2,Clear,42,82
J4,12-03-2024,14:15,15,38.79321053,1,Clear,25,61
J5,12-03-2024,14:15,18,57.11075317,1,Clear,20,57
J1,12-03-2024,14:30,25,34.59350177,2,Clear,49,74
J2,12-03-2024,14:30,19,29.53467382,1,Clear,36,47
J3,12-03-2024,14:30,22,28.40499689,2,Clear,46,85
J4,12-03-2024,14:30,18,44.05665996,1,Clear,31,67
J5,12-03-2024,14:30,18,43.13338303,1,Clear,31,67
J1,12-03-2024,14:45,21,33.94950288,2,Clear,37,58
J2,12-03-2024,14:45,14,45.72142744,1,Clear,23,85
J3,12-03-2024,14:45,13,41.17584621,1,Clear,39,84
J4,12-03-2024,14:45,17,45.77029865,1,Clear,49,54
J5,12-03-2024,14:45,11,47.57135828,1,Clear,51,49
J1,12-03-2024,15:00,18,39.44122096,1,Clear,50,57
J2,12-03-2024,15:00,27,39.21811781,2,Clear,39,68
J3,12-03-2024,15:00,20,57.55493132,2,Clear,53,37
J4,12-03-2024,15:00,19,33.59190435,1,Clear,55,69
J5,12-03-2024,15:00,20,32.35083385,2,Clear,32,52
J1,12-03-2024,15:15,24,52.57319076,2,Clear,34,75
J2,12-03-2024,15:15,28,34.0842183,2,Clear,46,37
J3,12-03-2024,15:15,22,34.59929309,2,Clear,52,52
J4,12-03-2024,15:15,9,39.1788897,1,Clear,47,35
J5,12-03-2024,15:15,21,44.18553302,2,Clear,47,55
J1,12-03-2024,15:30,20,37.61205921,2,Clear,42,65
J2,12-03-2024,15:30,21,32.47197587,3,Clear,23,73
J3,12-03-2024,15:30,22,37.96548104,2,Clear,23,80
J4,12-03-2024,15:30,30,48.15597794,2,Clear,39,87
J5,12-03-2024,15:30,15,45.67558286,1,Clear,31,74
J1,12-03-2024,15:45,12,33.97351039,1,Clear,37,56
J2,12-03-2024,15:45,17,29.0397563,1,Clear,42,80
J3,12-03-2024,15:45,22,39.82507625,2,Clear,55,44
J4,12-03-2024,15:45,21,29.58855267,2,Clear,49,67
J5,12-03-2024,15:45,19,36.82581469,1,Clear,39,39
J1,12-03-2024,16:00,20,39.8821501,2,Clear,25,75
J2,12-03-2024,16:00,20,37.29666781,2,Clear,53,57
J3,12-03-2024,16:00,20,30.87408171,2,Clear,34,67
J4,12-03-2024,16:00,13,36.75229507,1,Clear,36,83
J5,12-03-2024,16:00,17,40.14308204,1,Clear,57,76
J1,12-03-2024,16:15,26,26.01900429,2,Clear,28,82
J2,12-03-2024,16:15,20,38.96456343,2,Clear,33,80
J3,12-03-2024,16:15,27,31.74935968,2,Clear,40,44
J4,12-03-2024,16:15,13,39.62610818,1,Clear,51,85
J5,12-03-2024,16:15,14,42.27775411,1,Clear,32,30
J1,12-03-2024,16:30,21,55.61091824,2,Clear,42,40
J2,12-03-2024,16:30,20,45.6527588,2,Clear,38,81
J3,12-03-2024,16:30,18,46.10361998,1,Clear,24,43
J4,12-03-2024,16:30,15,42.21300482,1,Clear,29,61
J5,12-03-2024,16:30,18,35.28308432,1,Clear,24,73
J1,12-03-2024,16:45,21,42.12798272,2,Clear,37,34
J2,12-03-2024,16:45,22,34.62298208,2,Clear,45,46
J3,12-03-2024,16:45,25,30.69558745,2,Clear,22,49
J4,12-03-2024,16:45,24,42.09278534,2,Clear,21,37
J5,12-03-2024,16:45,24,46.739325,2,Clear,41,73
J1,12-03-2024,17:00,33,28.94216123,2,Clear,56,48
J2,12-03-2024,17:00,37,29.28470757,2,Clear,25,87
J3,12-03-2024,17:00,35,36.14148355,2,Clear,35,66
J4,12-03-2024,17:00,33,34.36959351,2,Clear,34,71
J5,12-03-2024,17:00,38,30.23969121,2,Clear,59,82
J1,12-03-2024,17:15,40,39.40700175,3,Clear,21,70
J2,12-03-2024,17:15,39,41.2136894,2,Clear,31,31
J3,12-03-2024,17:15,34,47.20314597,2,Clear,36,85
J4,12-03-2024,17:15,40,37.54938548,3,Clear,44,79
J5,12-03-2024,17:15,36,25.84450622,2,Clear,40,30
J1,12-03-2024,17:30,34,43.33268018,2,Clear,50,32
J2,12-03-2024,17:30,42,38.45277052,3,Clear,24,76
J3,12-03-2024,17:30,31,42.48088698,2,Clear,39,67
J4,12-03-2024,17:30,36,23.77140835,2,Clear,25,57
J5,12-03-2024,17:30,35,33.30036126,2,Clear,52,45
J1,12-03-2024,17:45,31,40.29936121,2,Clear,41,33
J2,12-03-2024,17:45,36,44.75572037,2,Clear,58,46
J3,12-03-2024,17:45,29,37.51493268,2,Clear,57,80
J4,12-03-2024,17:45,37,39.24650438,2,Clear,43,42
J5,12-03-2024,17:45,28,41.79121395,2,Clear,40,48
J1,12-03-2024,18:00,31,43.50082914,2,Clear,52,47
J2,12-03-2024,18:00,48,21.85678298,3,Clear,31,66
J3,12-03-2024,18:00,39,39.55208889,2,Clear,50,45
J4,12-03-2024,18:00,26,33.49370029,2,Clear,54,49
J5,12-03-2024,18:00,36,33.51657381,2,Clear,46,31
J1,12-03-2024,18:15,25,45.23287545,2,Clear,21,58
J2,12-03-2024,18:15,27,31.37112813,2,Clear,40,42
J3,12-03-2024,18:15,42,35.88712438,1,Clear,54,89
J4,12-03-2024,18:15,36,41.75757044,2,Clear,42,35
J5,12-03-2024,18:15,35,25.29974217,2,Clear,31,69
J1,12-03-2024,18:30,29,34.08937645,2,Clear,56,74
J2,12-03-2024,18:30,26,38.70831624,2,Clear,44,77
J3,12-03-2024,18:30,40,29.86404346,3,Clear,48,53
J4,12-03-2024,18:30,46,38.54450922,3,Clear,41,72
J5,12-03-2024,18:30,24,37.86227979,2,Clear,44,82
J1,12-03-2024,18:45,29,42.25707848,2,Clear,42,85
J2,12-03-2024,18:45,33,33.0255069,2,Clear,28,86
J3,12-03-2024,18:45,32,25.59358134,2,Clear,40,70
J4,12-03-2024,18:45,35,41.4625303,2,Clear,45,39
J5,12-03-2024,18:45,32,32.03999304,2,Clear,25,66
J1,12-03-2024,19:00,34,42.19384404,2,Clear,52,60
J2,12-03-2024,19:00,43,44.58180283,3,Clear,24,38
J3,12-03-2024,19:00,37,24.98002617,2,Clear,30,31
J4,12-03-2024,19:00,48,34.18154574,3,Clear,37,48
J5,12-03-2024,19:00,28,27.77740554,2,Clear,35,34
J1,12-03-2024,19:15,29,28.32539237,2,Clear,20,58
J2,12-03-2024,19:15,36,40.07821957,2,Clear,46,63
J3,12-03-2024,19:15,39,31.40069581,2,Clear,27,56
